"","year","state","county","total","male","female","over 65 male","over 65 female","under 21 male","under 21 female"
"3940",2010,"19","113",207765,102291,105474,11189,15283,32526,31447
"3941",2010,"19","115",11683,5929,5754,743,985,1981,1768
"3942",2010,"19","117",9116,4488,4628,765,1004,1404,1252
"3943",2010,"19","119",11564,5768,5796,846,1158,1903,1702
"3944",2010,"19","121",15488,7768,7720,1017,1262,2532,2292
"3945",2010,"19","123",22382,11288,11094,1507,2030,3745,3266
"3946",2010,"19","125",33378,16524,16854,2220,2993,5448,5159
"3947",2010,"19","127",40131,20047,20084,2896,3669,6438,5986
"3948",2010,"19","129",15157,7600,7557,925,1099,2263,2180
"3949",2010,"19","131",10801,5327,5474,988,1349,1570,1522
"3950",2010,"19","133",9346,4577,4769,909,1289,1251,1156
"3951",2010,"19","135",7918,3881,4037,643,825,1113,1067
"3952",2010,"19","137",10901,5280,5621,855,1304,1508,1523
"3953",2010,"19","139",42501,21031,21470,2326,3246,6795,6472
"3954",2010,"19","141",14419,7131,7288,1227,1790,2115,1827
"3955",2010,"19","143",6576,3201,3375,536,757,956,986
"3956",2010,"19","145",16095,8374,7721,1291,1882,2164,1946
"3957",2010,"19","147",9508,4731,4777,807,1202,1445,1198
"3958",2010,"19","149",24933,12285,12648,1777,2334,3865,3733
"3959",2010,"19","151",7509,3726,3783,717,968,1002,890
"3960",2010,"19","153",419301,205283,214018,18687,26428,64796,63477
"3961",2010,"19","155",91928,45048,46880,5479,7436,14302,13484
"3962",2010,"19","157",19012,9314,9698,1514,2009,3061,2911
"3963",2010,"19","159",5169,2520,2649,515,710,726,680
"3964",2010,"19","161",10480,5152,5328,960,1371,1459,1369
"3965",2010,"19","163",162184,79396,82788,8810,12017,24598,23581
"3966",2010,"19","165",12328,6035,6293,1101,1458,1708,1620
"3967",2010,"19","167",33377,16805,16572,2052,2775,6311,5947
"3968",2010,"19","169",87594,45328,42266,3687,4988,16506,14691
"3969",2010,"19","171",17952,8777,9175,1424,1884,2765,2685
"3970",2010,"19","173",6402,3145,3257,586,774,898,904
"3971",2010,"19","175",12409,5990,6419,905,1303,1894,1856
"3972",2010,"19","177",7645,3819,3826,687,849,1091,1054
"3973",2010,"19","179",35553,17335,18218,2388,3373,5173,5060
"3974",2010,"19","181",45346,21987,23359,2499,3392,7363,7168
"3975",2010,"19","183",21626,10670,10956,1584,2199,3343,3100
"3976",2010,"19","185",6404,3104,3300,624,860,855,890
"3977",2010,"19","187",38286,19159,19127,2615,3699,6167,5434
"3978",2010,"19","189",10962,5371,5591,863,1252,1502,1485
"3979",2010,"19","191",21031,10409,10622,1497,1960,3539,3500
"3980",2010,"19","193",101217,49703,51514,5317,7758,16975,16175
"3981",2010,"19","195",7628,3787,3841,603,777,1030,1041
"3982",2010,"19","197",13384,6646,6738,1185,1618,1946,1744
"3983",2010,"20","001",13473,6590,6883,1011,1369,2044,2040
"3984",2010,"20","003",8084,4024,4060,726,904,1264,1085
"3985",2010,"20","005",16889,8217,8672,1067,1540,2901,2732
"3986",2010,"20","007",4900,2482,2418,472,542,642,627
"3987",2010,"20","009",27499,13381,14118,2003,2732,4000,4187
"3988",2010,"20","011",15097,7479,7618,1202,1472,2506,2257
"3989",2010,"20","013",10019,4861,5158,780,1054,1541,1443
"3990",2010,"20","015",64853,32405,32448,3534,4682,10930,10320
"3991",2010,"20","017",2834,1451,1383,252,307,487,372
"3992",2010,"20","019",3736,1823,1913,409,504,460,493
"3993",2010,"20","021",21740,10707,11033,1482,1966,3295,3087
"3994",2010,"20","023",2783,1374,1409,317,413,368,348
"3995",2010,"20","025",2231,1134,1097,212,291,381,286
"3996",2010,"20","027",8531,4230,4301,799,993,1135,1097
"3997",2010,"20","029",9538,4628,4910,813,1207,1406,1409
"3998",2010,"20","031",8587,4275,4312,642,796,1220,1148
"3999",2010,"20","033",1865,854,1011,175,287,190,264
"4000",2010,"20","035",36140,18001,18139,2302,3190,5820,5680
"4001",2010,"20","037",38985,19359,19626,2109,3281,7009,5911
"4002",2010,"20","039",3015,1531,1484,366,476,307,279
"4003",2010,"20","041",19643,9609,10034,1539,2050,2965,2773
"4004",2010,"20","043",7957,4047,3910,533,716,1357,1096
"4005",2010,"20","045",109052,54533,54519,4106,5402,19795,19056
"4006",2010,"20","047",3052,1574,1478,252,308,444,332
"4007",2010,"20","049",2930,1423,1507,315,382,314,364
"4008",2010,"20","051",28039,13945,14094,1593,2176,4742,4690
"4009",2010,"20","053",6476,3483,2993,524,683,824,766
"4010",2010,"20","055",36139,18084,18055,1358,1636,7030,6829
"4011",2010,"20","057",32727,16762,15965,1440,1789,6227,5915
"4012",2010,"20","059",25841,12745,13096,1537,2011,4230,4013
"4013",2010,"20","061",30537,15342,15195,1105,1547,5913,5283
"4014",2010,"20","063",2721,1333,1388,280,382,346,318
"4015",2010,"20","065",2663,1370,1293,228,378,352,301
"4016",2010,"20","067",7744,4043,3701,430,528,1522,1242
"4017",2010,"20","069",5870,2829,3041,328,404,981,1056
"4018",2010,"20","071",1294,607,687,97,146,201,215
"4019",2010,"20","073",6824,3365,3459,664,857,900,899
"4020",2010,"20","075",2643,1291,1352,170,208,467,420
"4021",2010,"20","077",6033,2944,3089,548,765,800,784
"4022",2010,"20","079",34150,16405,17745,2472,3426,5285,5344
"4023",2010,"20","081",4196,2089,2107,182,259,793,736
"4024",2010,"20","083",1955,955,1000,173,213,296,282
"4025",2010,"20","085",13360,6638,6722,902,1096,2201,1940
"4026",2010,"20","087",19059,9629,9430,1342,1479,2953,2688
"4027",2010,"20","089",3151,1586,1565,378,475,363,306
"4028",2010,"20","091",531228,259256,271972,23591,32590,81979,78564
"4029",2010,"20","093",3966,1927,2039,202,274,723,714
"4030",2010,"20","095",7949,3891,4058,705,984,1048,992
"4031",2010,"20","097",2671,1230,1441,250,271,337,486
"4032",2010,"20","099",21791,10576,11215,1456,2160,3224,3242
"4033",2010,"20","101",1725,823,902,156,255,203,233
"4034",2010,"20","103",74611,39848,34763,3497,4479,11471,10885
"4035",2010,"20","105",3308,1622,1686,295,382,447,436
"4036",2010,"20","107",9782,4905,4877,869,974,1273,1240
"4037",2010,"20","109",2774,1375,1399,241,342,383,342
"4038",2010,"20","111",34974,17239,17735,1794,2359,6060,6095
"4039",2010,"20","113",29178,14355,14823,2192,3084,4529,4172
"4040",2010,"20","115",12689,6345,6344,1148,1518,1973,1755
"4041",2010,"20","117",10147,4999,5148,929,1236,1329,1331
"4042",2010,"20","119",4523,2260,2263,355,444,761,706
"4043",2010,"20","121",32116,15861,16255,1777,2240,5064,4845
"4044",2010,"20","123",6383,3192,3191,580,799,939,800
"4045",2010,"20","125",35453,17217,18236,2587,3553,5360,5091
"4046",2010,"20","127",5946,2892,3054,573,711,802,780
"4047",2010,"20","129",3244,1568,1676,231,313,516,492
"4048",2010,"20","131",10253,5152,5101,894,1231,1568,1391
"4049",2010,"20","133",16538,8154,8384,1197,1638,2879,2559
"4050",2010,"20","135",3120,1568,1552,336,464,411,351
"4051",2010,"20","137",5692,3157,2535,456,586,605,652
"4052",2010,"20","139",16426,8141,8285,1182,1454,2471,2327
"4053",2010,"20","141",3906,1938,1968,399,585,496,471
"4054",2010,"20","143",6107,3151,2956,495,570,971,780
"4055",2010,"20","145",6913,4052,2861,558,708,1260,522
"4056",2010,"20","147",5601,2788,2813,497,662,793,713
"4057",2010,"20","149",20781,10363,10418,1147,1491,3596,3386
"4058",2010,"20","151",9670,4724,4946,780,1032,1497,1337
"4059",2010,"20","153",2594,1302,1292,307,390,335,284
"4060",2010,"20","155",64054,31982,32072,4531,6166,9718,9030
"4061",2010,"20","157",5069,2458,2611,584,802,538,577
"4062",2010,"20","159",10128,4903,5225,778,1060,1591,1517
"4063",2010,"20","161",69035,35810,33225,2112,2919,14537,13540
"4064",2010,"20","163",5241,2578,2663,445,640,751,675
"4065",2010,"20","165",3290,1628,1662,354,445,413,348
"4066",2010,"20","167",6915,3396,3519,675,902,780,853
"4067",2010,"20","169",54982,27066,27916,3350,4632,8619,8028
"4068",2010,"20","171",4832,2441,2391,354,447,707,635
"4069",2010,"20","173",486123,240068,246055,23483,31674,80932,78361
"4070",2010,"20","175",22588,11507,11081,742,1092,4628,4289
"4071",2010,"20","177",175537,84875,90662,10521,14329,26540,25161
"4072",2010,"20","179",2578,1317,1261,242,319,369,315
"4073",2010,"20","181",6002,3110,2892,534,690,1051,547
"4074",2010,"20","183",3934,1910,2024,462,631,413,384
"4075",2010,"20","185",4433,2205,2228,403,551,631,602
"4076",2010,"20","187",2197,1143,1054,156,199,321,353
"4077",2010,"20","189",5533,2660,2873,313,420,802,992
"4078",2010,"20","191",24257,11963,12294,1547,2050,3805,3713
"4079",2010,"20","193",7757,3833,3924,509,686,1280,1315
"4080",2010,"20","195",2979,1432,1547,380,377,315,362
"4081",2010,"20","197",7004,3560,3444,510,555,1075,1021
"4082",2010,"20","199",1440,724,716,126,161,192,187
"4083",2010,"20","201",5851,2988,2863,594,758,800,684
"4084",2010,"20","203",2244,1149,1095,170,235,362,337
"4085",2010,"20","205",9598,4753,4845,810,1061,1501,1242
"4086",2010,"20","207",3352,1687,1665,354,415,420,380
"4087",2010,"20","209",155462,76556,78906,6878,9738,26609,25717
"4088",2010,"21","001",18542,9265,9277,1234,1545,3068,2702
"4089",2010,"21","003",19688,9598,10090,1272,1535,3012,2922
"4090",2010,"21","005",21080,10219,10861,1058,1491,3227,3104
"4091",2010,"21","007",8225,4067,4158,589,792,1186,1095
"4092",2010,"21","009",41685,20095,21590,2595,3789,5939,5862
"4093",2010,"21","011",11565,5678,5887,753,909,1734,1590
"4094",2010,"21","013",28793,13899,14894,1793,2570,4214,3848
"4095",2010,"21","015",114723,56532,58191,4479,5952,19115,18150
"4096",2010,"21","017",19947,9689,10258,1248,1831,3010,2747
"4097",2010,"21","019",49330,24516,24814,3427,4751,6550,6142
"4098",2010,"21","021",28245,13810,14435,1792,2626,4207,4160
"4099",2010,"21","023",8479,4211,4268,500,625,1318,1346
"4100",2010,"21","025",14202,7325,6877,837,1065,2342,1541
"4101",2010,"21","027",19893,9998,9895,1395,1620,3089,2809
"4102",2010,"21","029",72515,35940,36575,3394,4096,11377,10601
"4103",2010,"21","031",12763,6372,6391,863,1055,1852,1663
"4104",2010,"21","033",12934,6093,6841,958,1409,1697,1782
"4105",2010,"21","035",36763,17571,19192,2395,3051,5607,6227
"4106",2010,"21","037",89016,43621,45395,4681,6688,13489,13082
"4107",2010,"21","039",5126,2482,2644,410,588,704,719
"4108",2010,"21","041",10703,5403,5300,572,812,1584,1501
"4109",2010,"21","043",27821,13788,14033,1956,2344,4180,3846
"4110",2010,"21","045",15939,7811,8128,1116,1405,2470,2229
"4111",2010,"21","047",72678,37091,35587,3043,4288,13909,12119
"4112",2010,"21","049",35305,17390,17915,2027,2808,5218,4581
"4113",2010,"21","051",22197,11735,10462,1125,1445,3365,3109
"4114",2010,"21","053",10161,5104,5057,708,912,1561,1271
"4115",2010,"21","055",9313,4533,4780,725,930,1375,1275
"4116",2010,"21","057",6931,3416,3515,586,731,1028,976
"4117",2010,"21","059",95398,46268,49130,5641,8113,14637,13926
"4118",2010,"21","061",12086,6087,5999,887,1053,1845,1538
"4119",2010,"21","063",7493,4109,3384,440,543,1010,985
"4120",2010,"21","065",14733,7319,7414,964,1231,2195,1862
"4121",2010,"21","067",288045,141513,146532,12051,17752,43289,41860
"4122",2010,"21","069",14318,7067,7251,909,1114,2187,2017
"4123",2010,"21","071",39949,19334,20615,2255,2978,5789,5150
"4124",2010,"21","073",49067,23776,25291,2771,3788,7091,6866
"4125",2010,"21","075",6858,3407,3451,508,740,980,802
"4126",2010,"21","077",8428,4132,4296,404,552,1274,1416
"4127",2010,"21","079",16842,8286,8556,1032,1329,2357,2234
"4128",2010,"21","081",24604,12253,12351,1118,1403,4215,3930
"4129",2010,"21","083",36958,18166,18792,2582,3522,5662,5198
"4130",2010,"21","085",25540,12794,12746,1694,2119,3878,3648
"4131",2010,"21","087",11377,5583,5794,850,1126,1606,1472
"4132",2010,"21","089",36962,17790,19172,2621,3438,5070,4959
"4133",2010,"21","091",8555,4305,4250,531,623,1353,1303
"4134",2010,"21","093",100876,50159,50717,4622,6527,16580,15197
"4135",2010,"21","095",29688,14415,15273,1768,2462,4430,4070
"4136",2010,"21","097",18761,9045,9716,1183,1546,2604,2852
"4137",2010,"21","099",18201,9013,9188,1183,1507,2929,2691
"4138",2010,"21","101",45943,22088,23855,2647,3673,6506,6545
"4139",2010,"21","103",15474,7676,7798,924,1174,2350,2188
"4140",2010,"21","105",4949,2389,2560,423,552,678,620
"4141",2010,"21","107",46886,22853,24033,2942,4085,6707,6460
"4142",2010,"21","109",13560,6730,6830,866,1004,2084,1925
"4143",2010,"21","111",729452,351366,378086,38586,58147,106021,101350
"4144",2010,"21","113",47073,22986,24087,2344,2789,7538,7109
"4145",2010,"21","115",23325,11394,11931,1386,1798,3269,3161
"4146",2010,"21","117",158034,77781,80253,7106,10512,24454,23153
"4147",2010,"21","119",16587,8247,8340,936,1225,2381,2305
"4148",2010,"21","121",31765,15376,16389,1857,2568,5119,4769
"4149",2010,"21","123",14080,6991,7089,892,1243,2228,1886
"4150",2010,"21","125",58155,28574,29581,3223,4080,8557,8439
"4151",2010,"21","127",15841,7896,7945,1003,1197,2523,2151
"4152",2010,"21","129",7865,4320,3545,470,598,1070,879
"4153",2010,"21","131",11470,5604,5866,666,901,1596,1625
"4154",2010,"21","133",24462,12026,12436,1420,1999,3500,3154
"4155",2010,"21","135",13968,7375,6593,914,1076,2493,1604
"4156",2010,"21","137",24779,12160,12619,1516,1977,3880,3726
"4157",2010,"21","139",9514,4708,4806,759,883,1291,1164
"4158",2010,"21","141",26838,13312,13526,1696,2316,3929,3651
"4159",2010,"21","143",8367,4621,3746,775,913,778,666
"4160",2010,"21","145",65217,31248,33969,4286,6443,8965,8397
"4161",2010,"21","147",18122,9462,8660,975,1169,2947,2686
"4162",2010,"21","149",9635,4753,4882,690,859,1450,1344
"4163",2010,"21","151",81580,39455,42125,3808,5058,13301,14182
"4164",2010,"21","153",13294,6747,6547,735,918,2380,1818
"4165",2010,"21","155",19619,10114,9505,992,1446,3132,2756
"4166",2010,"21","157",31386,15416,15970,2628,3244,4234,3855
"4167",2010,"21","159",13138,7241,5897,620,813,1912,1710
"4168",2010,"21","161",17362,8457,8905,1029,1498,2671,2426
"4169",2010,"21","163",28907,14517,14390,1298,1512,4951,4667
"4170",2010,"21","165",6427,3182,3245,364,574,987,743
"4171",2010,"21","167",21272,10356,10916,1378,1927,3080,2903
"4172",2010,"21","169",10130,5059,5071,741,910,1505,1399
"4173",2010,"21","171",11089,5540,5549,795,1061,1775,1379
"4174",2010,"21","173",25908,12681,13227,1422,1887,3787,3738
"4175",2010,"21","175",14055,7905,6150,833,986,1984,1672
"4176",2010,"21","177",31541,15867,15674,2123,2899,4289,4176
"4177",2010,"21","179",42523,20855,21668,2054,2756,6514,6328
"4178",2010,"21","181",7136,3481,3655,467,617,1042,983
"4179",2010,"21","183",23837,11785,12052,1610,1959,3708,3449
"4180",2010,"21","185",58784,30641,28143,2363,2734,9274,9296
"4181",2010,"21","187",10928,5440,5488,698,820,1603,1566
"4182",2010,"21","189",4742,2338,2404,511,428,520,778
"4183",2010,"21","191",14894,7431,7463,777,977,2284,2338
"4184",2010,"21","193",28739,14166,14573,1680,2014,4157,3695
"4185",2010,"21","195",65309,31890,33419,3723,5113,9313,8473
"4186",2010,"21","197",12786,6428,6358,753,872,1980,1868
"4187",2010,"21","199",62062,30375,31687,4422,5574,8726,8243
"4188",2010,"21","201",2278,1208,1070,125,156,477,355
"4189",2010,"21","203",17075,8422,8653,1125,1433,2547,2374
"4190",2010,"21","205",23075,11370,11705,1231,1540,3700,4067
"4191",2010,"21","207",17445,8509,8936,1291,1748,2363,2187
"4192",2010,"21","209",44868,21815,23053,1741,2306,7338,7401
"4193",2010,"21","211",40899,19653,21246,2168,2536,6486,5930
"4194",2010,"21","213",17214,8452,8762,987,1352,2707,2453
"4195",2010,"21","215",16582,8390,8192,804,801,2637,2379
"4196",2010,"21","217",24247,11683,12564,1605,2239,3837,3415
"4197",2010,"21","219",12307,6064,6243,719,974,2071,1892
"4198",2010,"21","221",14117,7050,7067,1192,1309,1955,1681
"4199",2010,"21","223",8872,4497,4375,494,607,1390,1215
"4200",2010,"21","225",15077,7555,7522,926,1231,2570,2361
"4201",2010,"21","227",109775,53708,56067,4826,6809,18203,18312
"4202",2010,"21","229",11593,5741,5852,759,1053,1735,1752
"4203",2010,"21","231",20716,10303,10413,1488,1761,2890,2722
"4204",2010,"21","233",13734,6776,6958,874,1213,2046,1928
"4205",2010,"21","235",36006,17316,18690,2162,2806,5594,6021
"4206",2010,"21","237",7315,3636,3679,490,598,1203,922
"4207",2010,"21","239",24523,11959,12564,1265,1712,3524,3568
"4208",2010,"22","001",61139,29849,31290,3209,4446,10394,9715
"4209",2010,"22","003",25816,14479,11337,1400,1802,3698,3551
"4210",2010,"22","005",102501,50694,51807,3849,4970,17709,16621
"4211",2010,"22","007",23487,11649,11838,1356,1712,3837,3415
"4212",2010,"22","009",42013,21073,20940,2509,3442,6408,6000
"4213",2010,"22","011",35000,17748,17252,1990,2394,5640,5384
"4214",2010,"22","013",14546,7007,7539,1116,1522,2186,2080
"4215",2010,"22","015",113837,55899,57938,5769,7662,18615,17450
"4216",2010,"22","017",253048,120000,133048,13711,20447,39886,38656
"4217",2010,"22","019",189134,92043,97091,10059,13558,29862,29304
"4218",2010,"22","021",10188,5289,4899,645,793,1720,1322
"4219",2010,"22","023",7280,3636,3644,389,537,1269,984
"4220",2010,"22","025",10465,5509,4956,613,849,1584,1360
"4221",2010,"22","027",17160,9379,7781,1173,1555,2338,2162
"4222",2010,"22","029",20502,10323,10179,1233,1751,3417,3036
"4223",2010,"22","031",26465,12600,13865,1620,2070,3999,4114
"4224",2010,"22","033",435815,208627,227188,18968,27632,71095,70353
"4225",2010,"22","035",7964,4210,3754,402,541,1165,1244
"4226",2010,"22","037",20417,10986,9431,1187,1335,2998,2611
"4227",2010,"22","039",34419,17554,16865,1976,2527,5973,5298
"4228",2010,"22","041",20727,10050,10677,1369,1987,3313,3161
"4229",2010,"22","043",21675,11806,9869,1182,1397,3357,3076
"4230",2010,"22","045",73395,35888,37507,3719,5049,12464,12050
"4231",2010,"22","047",33513,17017,16496,1655,2202,5044,4778
"4232",2010,"22","049",16078,7986,8092,1119,1485,2262,2279
"4233",2010,"22","051",431019,208681,222338,23707,33829,60812,58713
"4234",2010,"22","053",31500,15291,16209,1960,2489,5030,5129
"4235",2010,"22","055",215581,104831,110750,9136,12959,34580,34389
"4236",2010,"22","057",95428,47022,48406,4996,6581,15244,14603
"4237",2010,"22","059",14680,7452,7228,845,1195,2223,2018
"4238",2010,"22","061",45797,22059,23738,2139,3046,8474,8520
"4239",2010,"22","063",122798,60985,61813,5243,6561,21043,19871
"4240",2010,"22","065",12286,6208,6078,596,815,2147,1903
"4241",2010,"22","067",28388,13581,14807,1770,2572,4250,4164
"4242",2010,"22","069",39274,18709,20565,2130,2949,6961,6918
"4243",2010,"22","071",295285,143461,151824,13473,19635,42281,42661
"4244",2010,"22","073",152207,72636,79571,7382,11088,25460,25035
"4245",2010,"22","075",22710,11283,11427,1109,1337,3964,3528
"4246",2010,"22","077",22837,11150,11687,1538,1967,3382,3105
"4247",2010,"22","079",130800,63023,67777,7344,10166,21064,20129
"4248",2010,"22","081",9181,4374,4807,552,791,1493,1404
"4249",2010,"22","083",20692,9903,10789,1192,1743,3126,3291
"4250",2010,"22","085",24119,11985,12134,1890,2157,3803,3500
"4251",2010,"22","087",27739,14044,13695,1286,1587,4371,4112
"4252",2010,"22","089",52645,25857,26788,2264,2909,8792,8177
"4253",2010,"22","091",11125,5266,5859,759,872,1503,1946
"4254",2010,"22","093",22096,10788,11308,1165,1599,3611,3437
"4255",2010,"22","095",46728,22865,23863,1998,2453,8310,7728
"4256",2010,"22","097",84309,40368,43941,4828,6698,13930,13779
"4257",2010,"22","099",51721,25394,26327,2536,3239,8304,8002
"4258",2010,"22","101",54348,26764,27584,2977,3935,8703,8383
"4259",2010,"22","103",228894,111688,117206,12108,15569,35894,33824
"4260",2010,"22","105",118190,57264,60926,5542,7569,20069,19329
"4261",2010,"22","107",5430,2560,2870,344,538,767,747
"4262",2010,"22","109",111131,54863,56268,5355,6896,18124,17333
"4263",2010,"22","111",22750,11194,11556,1608,1997,3223,3119
